runtime,number_of_splits,number_of_backtracks,number_of_simplifications
1.9153590202331543,11,9,21
1.3249397277832031,4,2,7
1.0847692489624023,4,3,8
0.8806228637695312,2,1,4
1.1828386783599854,6,4,11
1.796271800994873,11,9,21
1.5190773010253906,8,6,15
1.2678992748260498,7,5,13
0.9937038421630859,2,0,3
0.9987082481384277,2,2,5
1.020723819732666,2,1,4
1.1788365840911865,3,2,6
1.1368062496185303,2,2,5
1.2688806056976318,9,8,18
1.1978492736816406,3,3,7
0.9266557693481445,1,0,2
1.2779061794281006,7,6,14
0.9116451740264893,1,0,2
0.9386465549468994,2,1,4
1.0317330360412598,4,4,9
0.970686674118042,1,1,3
0.8796215057373047,1,1,3
0.9236736297607422,4,2,7
0.9486720561981201,1,0,2
1.0067145824432373,3,0,4
1.8312978744506836,12,9,22
1.041738748550415,2,1,4
0.935645341873169,1,0,2
1.1267991065979004,5,4,10
1.7372326850891113,14,12,27
1.0757620334625244,3,2,6
1.0997779369354248,3,2,6
1.2268686294555664,6,2,9
1.0457415580749512,5,0,6
0.8746194839477539,1,0,2
1.3299429416656494,8,7,16
0.9846978187561035,3,2,6
0.9086422920227051,1,0,2
1.0337324142456055,1,0,2
1.4029934406280518,5,5,11
1.6661815643310547,15,12,28
0.9726889133453369,2,1,4
1.1618237495422363,5,4,10
1.254887580871582,6,5,12
1.0747613906860352,2,1,4
0.9556775093078613,2,1,4
1.6992042064666748,18,16,35
1.0777645111083984,4,1,6
0.9346613883972168,1,0,2
1.447026252746582,9,8,18
1.072760820388794,6,5,12
2.32865047454834,21,20,42
1.7482390403747559,19,18,38
0.9196517467498779,3,2,6
0.8946521282196045,5,2,8
1.047760009765625,5,5,11
0.9436676502227783,2,1,4
0.8375937938690186,1,0,2
0.9176323413848877,3,1,5
0.8886301517486572,3,3,7
1.2638964653015137,11,8,20
1.3689699172973633,9,8,18
1.0717599391937256,3,2,6
1.2368950843811035,6,5,12
1.0087337493896484,3,3,7
1.1848218441009521,7,5,13
0.9316592216491699,4,2,7
1.1918449401855469,6,6,13
1.0947585105895996,4,3,8
