runtime,number_of_splits,number_of_backtracks,number_of_simplifications
0.978708028793335,3,0,4
0.9866819381713867,6,2,9
1.835301399230957,18,17,36
1.3349475860595703,9,8,18
1.0167210102081299,4,2,7
1.083768606185913,5,4,10
1.423008918762207,12,10,23
0.9777116775512695,6,4,11
1.9203617572784424,28,26,55
1.488037109375,13,12,26
1.1037821769714355,6,3,10
1.0087149143218994,5,3,9
1.198850393295288,10,9,20
1.0687570571899414,4,3,8
0.8956167697906494,1,1,3
1.4730432033538818,11,10,22
0.8856463432312012,1,0,2
1.403012990951538,15,13,29
1.5250635147094727,21,19,41
0.8996570110321045,5,5,11
1.0657556056976318,6,4,11
1.0917742252349854,9,6,16
2.0474512577056885,26,24,51
2.1495132446289062,30,28,59
0.9516749382019043,2,2,5
0.8976366519927979,3,1,5
1.4089808464050293,13,12,26
0.8796231746673584,4,2,7
1.0607528686523438,5,3,9
1.2558906078338623,9,6,16
0.9796946048736572,1,1,3
0.8906314373016357,1,0,2
0.8526046276092529,3,1,5
0.741544246673584,1,0,2
1.0207421779632568,6,4,11
0.8756017684936523,3,0,4
0.8276050090789795,1,1,3
1.7322287559509277,20,19,40
2.7139246463775635,34,32,67
1.6551728248596191,19,18,38
1.1498336791992188,4,3,8
1.2879133224487305,11,9,21
1.3639674186706543,15,15,31
0.779552698135376,1,0,2
2.0895001888275146,23,23,47
1.1338222026824951,4,4,9
2.6918907165527344,32,31,64
0.9416487216949463,3,1,5
1.0507442951202393,7,6,14
0.8205816745758057,3,1,5
1.8132851123809814,17,16,34
0.7975647449493408,2,1,4
0.8445990085601807,2,1,4
0.8876285552978516,4,1,6
0.9496719837188721,3,2,6
0.8546059131622314,2,1,4
1.1157898902893066,7,6,14
1.6801915168762207,18,17,36
1.7912712097167969,16,14,31
1.1157913208007812,13,12,26
0.7925622463226318,1,0,2
0.8245849609375,1,1,3
1.0057134628295898,8,7,16
0.8796236515045166,3,3,7
0.8786232471466064,1,0,2
0.981696367263794,8,3,12
